title,price,area,location,phone,posted_time,url,score,hot_reason
Cực hiếm căn nhà 2 tầng đẹp long lanh tại cổ nhuế giá 2.5 tỷ,2500000000,51.0,"Đường Cổ Nhuế, Phường Đông Ngạc, Hà Nội",0936755486,2026-05-14,https://alonhadat.com.vn/cuc-hiem-can-nha-2-tang-dep-long-lanh-tai-co-nhue-gia-2-5-ty-17876665.html,66.87,"[""chính chủ/cần bán"", ""tin đăng hôm nay"", ""giá 2,5 tỷ"", ""diện tích 51m²"", ""có số điện thoại hiển thị""]"
